Main Label,Sub Label,Sub Group,Words
ศิลปะการแสดงและมหรสพ,ประเภทการแสดงและบทเพลง,ดนตรีและบทเพลง,"กราววีรชัยลิง, การขับร้อง, จีนรัว, ดนตรีพื้นบ้าน, ลำตังหวาย, ลำเพลิน, สังคีตศิลป์, เถิดเทิง, เพลงกลม, เพลงคืนเดือนหงาย, เพลงงามแสงเดือน, เพลงฉิ่ง, เพลงชาวไทย, เพลงชำนาญ, เพลงดวงจันทร์ขวัญฟ้า, เพลงดวงจันทร์วันเพ็ญ, เพลงดอกไม้ของชาติ, เพลงบูชานักรบ, เพลงฝรั่งรำเท้า, เพลงฟ้อนดวงดอกไม้, เพลงมอญดูดาว, เพลงยอดชายใจหาญ, เพลงรำซิมารำ, เพลงลาวคำหอม, เพลงสากล, เพลงสำเนียงลาว, เพลงหญิงไทยใจงาม, เพลงหน้าพาทย์, เพลงอัตราจังหวะสองชั้น, เพลงเร็ว, เพลงไทย"
ศิลปะการแสดงและมหรสพ,ประเภทการแสดงและบทเพลง,นาฏศิลป์และละครรำ,"จับระบำ, จีนรำพัด, ฉุยฉาย, ตารี, ตารีกีปัส, ตารีบุหงา, นาฏกรรม, นาฏศิลป์อินเดีย, บุหรงซีงอ, ภารตนาฏยัม, มหรสพ, มโนราห์, ระบำมาตรฐาน, ระบำโบราณคดี, รำพัด, รำมาตรฐาน, รำเดี่ยว, ละครชาตรี, ละครดึกดำบรรพ์, ละครนอก, ละครพันทาง, ละครเสภา, ละครใน, หนังใหญ่"
ศิลปะการแสดงและมหรสพ,องค์ประกอบละครเวที,บุคลากรและบทบาท,"ชายหนุ่ม, ตัวพระ, นายขวัญ, ผู้แสดง, สายสืบ"
ศิลปะการแสดงและมหรสพ,องค์ประกอบละครเวที,เทคนิคและฉาก,"เบิกโรง, แต่งกายยืนเครื่องพระ, แม่ท่า, โรงละครแห่งชาติ"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,กลุ่มชนและเชื้อชาติ,"ชาติพันธุ์, ชาวนา, ชาวบ้าน, ชาวพื้นเมือง, ชาวภูไท, ชาวเขา, ชาวเหนือ, ชาวไทย, นานาชาติ, ภาคอีสาน, มลายู, มุสลิม, รุ่นหลัง, ลาวครั่ง, ลาวเวียง, สี่ภาค, อินเดีย, อินโดนีเซีย, อีสาน, เชื้อชาติ, โปรตุเกส, ไทภูเขา, ไทยจีน, ไทยดุสิต, ไทยทรงดำ, ไทยรามัญ, ไทยอมรินทร์"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,การทำมาหากินและหัตถกรรม,"การจับปลา, การประกอบอาชีพ, การปั้น, การร่อนแร่, การเก็บใบชา, การไถ, ข้าวเหนียว, ค้าขาย, งานประติมากรรม, ทอผ้า, ธัญญาหาร, ผึ่งแดด, ผ้าไหม, พวงมาลัย, ภาชนะดินเผา, วัตถุดิบ, วาดภาพ, วาดรูป, วิดน้ำ, ศิลปหัตถกรรม, สากตำข้าว, สำเภา, หล่อสำริด, เกษตรกรรม, ใบชา, ไทยเรือนต้น, ไส้กะลา"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,วัฒนธรรมและภาษา,"การนุ่งห่ม, การหลอมรวม, ตะวันตก, พื้นบ้านภาคใต้, ภาคกลาง, ภาคตะวันออกเฉียงเหนือ, หล่อหลอม"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,สันทนาการและการละเล่น,"ตะกร้อ, มวยโบราณ, มวยไทย, ศิลปะป้องกันตัว, สังสรรค์, หมากกั๊บแก๊บ, เต้นสาก, เล่นน้ำ"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,คุณธรรมและความสัมพันธ์,"กุลสตรี, ขอความช่วยเหลือ, ความพร้อมเพรียง, ความห่วงใย, ที่รัก, นิสัย, น้องชาย, น้องสาว, บิดา, บุตรชาย, ผูกพัน, ผู้มาเยือน, ผู้มีพระคุณ, ฝากตัว, มารดา, ยุติธรรม, รับใช้, สวามิภักดิ์, สวามี, สัจจะ, หล่อเลี้ยง, อนุชา, อันหนึ่งอันเดียว, อาจารย์, อาสา, เกียรติศักดิ์ไทย"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,ธรรมชาติและสิ่งแวดล้อม,"กลางคืน, กะลา, ก้อนหิน, ชายแดน, ดินแดน, ต้นรัง, ต้นลีลาวดี, ต้นไม้, ทะเล, ทิศตะวันตก, ทิศตะวันออก, ฝั่งน้ำ, พระจันทร์, พืชพรรณ, ฟองน้ำ, ภูเขา, มหาสมุทร, ฤดูฝน, วสันตฤดู, สภาพอากาศ, สัตว์น้ำ, หน่อไม้, หมู่เกาะ, เทือกเขาภูพาน, แควน้อย, แม่น้ำโขง, แสงจันทร์, แสงอาทิตย์, แหลมมลายู, แหล่งน้ำ, ไหล่เขา"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,วัตถุและของมีค่า,"กุณฑล, ของที่ระลึก, ช่อดอกไม้, ดอกไม้เงิน, ทับทิม, น้ำมันยาง, บุษราคัม, พระพุทธรูป, มรกต, มุกดาหาร, รัชฎา, สมบัติ, อัญมณี, เครื่องประดับ, เพทาย, โกเมน, ไพฑูรย์"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,สีและรูปลักษณ์,"ฟันปลา, รูปทอง, รูปนอก, ลายเส้น, ลูกไม้, ศีรษะ, สีทอง, สีน้ำเงิน, สีแดง"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,อารมณ์และสภาวะ,"การยุติ, ความภาคภูมิใจ, ความสำนึก, ซุกซน, พละกำลัง, รำลึก, ร่มพระบารมี, ร่มเย็น, ร้อนแรง, ร้ายกาจ, สำนึก, หมดแรง, อเนก, เป็นครั้งแรก, เสนียดจัญไร, โมโห"
สังคม ประเพณี และวิถีชีวิต,ประเพณี พิธีกรรม และความเชื่อ,ความเชื่อและค่านิยม,"(ฮินดู, ขั้นพื้นฐาน, จารีตประเพณี, นักษัตร, นิมิต, บรรพบุรุษ, บุปเพสันนิวาส, พราหมณ์), มีแบบแผน, สมควร, สวัสดิมงคล, สิ่งชั่วร้าย, สิ่งศักดิ์สิทธิ์, สืบทอด, เจ้าที่เจ้าทาง"
สังคม ประเพณี และวิถีชีวิต,ประเพณี พิธีกรรม และความเชื่อ,พิธีการและเทศกาล,"การทำขวัญ, ขบวนแห่, ขอขมา, ขันดอก, งานรื่นเริง, งานแต่งงาน, บูชาครู, บูชายัญ, ผางประทีป, พระราชพิธี, พิธีทางศาสนา, ลอยกระทง, สะเดาะเคราะห์, เจ้าเซ็น, โคมเวียน, ไหว้ครู"
