Main Label,Sub Label,Sub Group,Words
วรรณกรรม ตัวละคร และโลกในตำนาน,เหตุการณ์และกลวิธีในเรื่องเล่า,เวทมนตร์และอุบาย,"ขีดขิน, จำกาย, ดวงแก้ว, ทำนาย, บินหนี, บุปเพสันนิวาส, ปัดเป่า, พละกำลัง, รังควาญ, รุทการ, รูปทอง, หลงกล, หายตัว, อิทธิฤทธิ์, อุบาย, เดินอากาศ, ให้ร้าย"
ศิลปะการแสดงและมหรสพ,ท่วงท่าและดนตรี,ลีลาและการเคลื่อนไหว,"กระบวนท่ารำ, กิริยาอาการ, จับระบำ, ชั้นเชิง, ตารี, ตีลังกา, ท่าทาง, นิ้วเพชร, ประชิดตัว, ฝ่ามือ, ย่องหงิด, วิชนี, วิรุญมุข, หลบหนี, เชิงมวย, แปลงกาย, แม่ไม้มวย"
ศิลปะการแสดงและมหรสพ,ท่วงท่าและดนตรี,เครื่องดนตรีและอุปกรณ์ประกอบ,"กระทุ้ง, กรับพวง, การดีด, จีนรัว, ตะกร้อ, ตะเขิ่ง, พัดเรนัง, ฟองน้ำ, รัวฉิ่ง, สากตำข้าว, เครื่องประกอบจังหวะ, โปงลาง, ไม้ยาว, ไม้สั้น"
ศิลปะการแสดงและมหรสพ,ประเภทการแสดงและบทเพลง,ดนตรีและบทเพลง,"ตารีบุหงา, ลำตังหวาย, ลำเพลิน, เพลงกลม, เพลงคืนเดือนหงาย, เพลงฉิ่ง, เพลงชำนาญ, เพลงดวงจันทร์ขวัญฟ้า, เพลงดวงจันทร์วันเพ็ญ, เพลงดอกไม้ของชาติ, เพลงบูชานักรบ, เพลงฟ้อนดวงดอกไม้, เพลงมอญดูดาว, เพลงลาวคำหอม, เพลงหญิงไทยใจงาม, เพลงอัตราจังหวะสองชั้น, เพลงเร็ว"
ศิลปะการแสดงและมหรสพ,ประเภทการแสดงและบทเพลง,นาฏศิลป์และละครรำ,"ฉุยฉาย, ระบำมาตรฐาน, รัชฎา, รำคู่, รำพัด, รำเดี่ยว, ละครดึกดำบรรพ์, ละครเสภา, หนังใหญ่, เต้นสาก, เพลงฝรั่งรำเท้า"
ศิลปะการแสดงและมหรสพ,องค์ประกอบละครเวที,บุคลากรและบทบาท,"ตัวพระ, พิเภก, ฤาษี"
ศิลปะการแสดงและมหรสพ,องค์ประกอบละครเวที,เทคนิคและฉาก,"การแปร, ปิดหน้า, พลับพลา, อินทราภิเษก"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,กลุ่มชนและเชื้อชาติ,"ชาติพันธุ์, ชายหนุ่ม, ชาวบ้าน, ชาวภูไท, มลายู, มุสลิม, ลาวครั่ง, ลาวเวียง, ล้านนา, ฮินดู, โปรตุเกส, ไทภูเขา, ไทยจิตรลดา, ไทยดุสิต, ไทยทรงดำ"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,การทำมาหากินและหัตถกรรม,"การจับปลา, การร่อนแร่, การเก็บใบชา, การไถ, ข้าวเหนียว, ค้าขาย, ทอผ้า, ผ้าไหม, ภาชนะดินเผา, วัตถุดิบ, ใบชา"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,วัฒนธรรมและภาษา,"การหลอมรวม, พื้นบ้านภาคใต้, ภาคอีสาน, ภาษามลายู, อินเดีย, ไทยเรือนต้น"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,สันทนาการและการละเล่น,"ตะกร้อ, มวยโบราณ, หมากกั๊บแก๊บ"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,คุณธรรมและความสัมพันธ์,"การุณราช, กุลสตรี, ขอความช่วยเหลือ, พระญาติ, รับใช้, สัจจะ, อาณาประชาราษฎร์, อาสา"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,ชุมนุมและการละเล่น,ชุมนุม
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,ธรรมชาติและสิ่งแวดล้อม,"กลางอากาศ, ดอกไม้, ต้นรัง, ต้นลีลาวดี, ทะเล, ธรรมชาติ, ผึ่งแดด, พระจันทร์, พืชพรรณ, มหาสมุทร, วสันตฤดู, แควน้อย, แสงจันทร์, แสงอาทิตย์"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,วัตถุและของมีค่า,"กะลา, ก้อนหิน, ขนเพชร, ช่อดอกไม้, ดวงแก้ว, ทับทิม, บุษราคัม, มรกต, ลูกไม้, อัญมณี, ไพฑูรย์, ไส้กะลา"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,สีและรูปลักษณ์,"ฟันปลา, ลายเส้น, สีทอง, สีน้ำเงิน, สีแดง, หางนกยูง"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,อารมณ์และสภาวะ,"ซุกซน, ผู้มาเยือน, รำลึก, หมดแรง, โมโห"
สังคม ประเพณี และวิถีชีวิต,ประเพณี พิธีกรรม และความเชื่อ,ความเชื่อและค่านิยม,"ฝากตัว, สวัสดิมงคล, สืบทอด, หล่อเลี้ยง, เสนียดจัญไร"
สังคม ประเพณี และวิถีชีวิต,ประเพณี พิธีกรรม และความเชื่อ,พิธีการและเทศกาล,"การทำขวัญ, ขบวนแห่, ขอขมา, ดอกไม้เงิน, บูชาครู, บูชายัญ, ผางประทีป, พวงมาลัย, ลอยกระทง, สะเดาะเคราะห์, โคมเวียน"
