word,cluster_label,stopword_type,reason
บุคคล,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ทั่วไป ไม่ชี้เฉพาะ
สัตว์น้ำ,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่สิ่งมีชีวิต กว้าง
ของที่ระลึก,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่สิ่งของ กว้าง
ความเคารพ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับคุณค่า
โลดโผน,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงลักษณะ/ความรู้สึก
ความบันเทิง,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับความรู้สึก
สนุกสนาน,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/คุณค่า
วาดภาพ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),กิจกรรมศิลปะ พบถี่ในโดเมน
ดนตรีพื้นบ้าน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำโดเมนการแสดง พบถี่
เพลงงามแสงเดือน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเพลงพื้นบ้าน พบถี่ในโดเมน
สวามี,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),ความหมายใกล้เคียงกับบุคคล/บทบาท
รูปแบบ,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมายถึงลักษณะทั่วไป ไม่เจาะจง
อาชีพ,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมายถึงประเภทงาน กว้าง ไม่เฉพาะเจาะจง
การศึก,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กิจกรรม กว้าง
สถานที่,1,คำที่มีความหมายกว้าง (Umbrella Terms),"เช่น `พลับพลา`, `ต้นรัง` เป็นสถานที่ทั่วไป"
ศิลปวัฒนธรรม,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนนี้ พบถี่มาก
ไหว้ครู,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),พิธีกรรมที่พบบ่อยในนาฏศิลป์
กลองยาว,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),เครื่องดนตรีพื้นฐานในศิลปวัฒนธรรมไทย
ความสำคัญ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/การประเมิน
มูลเหตุ,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับสาเหตุ
แต่งกายยืนเครื่องพระ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ลักษณะการแต่งกายที่เฉพาะในโดเมนนี้
เริงใจ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/อารมณ์
เถิดเทิง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อการแสดงที่พบบ่อยในนาฏศิลป์ไทย
หลงใหล,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงความรู้สึก/อารมณ์
ความมีน้ำใจ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับคุณธรรม
เกียรติยศ,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับคุณค่า
สิ่งศักดิ์สิทธิ์,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ครอบคลุมหลายวัตถุ/แนวคิด
เจ้าที่เจ้าทาง,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้เรียกสิ่งเหนือธรรมชาติหลากหลาย
นิสัย,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ไม่ชี้เฉพาะเจาะจง
ฟ้อนรำ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนการแสดงไทย
ระบำ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนนาฏศิลป์
ละครชาตรี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อการแสดงที่พบบ่อยในบริบทนี้
เครื่องดนตรีตะวันตก,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),หมวดหมู่ดนตรีที่ใช้บ่อยในบริบทการแสดง
รูปร่าง,1,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ไม่ชี้เฉพาะเจาะจง
ผู้หญิง,1,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้เรียกบุคคลเพศหญิงทั่วไป
ราชสำนัก,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในบริบทศิลปวัฒนธรรมไทย
เพลงสำเนียงลาว,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเพลงที่พบบ่อยในโดเมนนี้
วิดน้ำ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),กิจกรรมที่พบบ่อยในวัฒนธรรมไทย
แนวความคิด,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ไม่ชี้เฉพาะเจาะจง
รุ่นหลัง,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้เรียกกลุ่มบุคคล/ยุคสมัย
ยั่วเย้า,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงอารมณ์/ความรู้สึก
หล่อสำริด,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),เทคนิคที่พบบ่อยในศิลปกรรมไทย
จังหวัด,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้เรียกพื้นที่ทั่วไป
เจ้าเมือง,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้เรียกผู้ปกครองพื้นที่
มีแบบแผน,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงลักษณะเชิงนามธรรม
วรรณคดี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในบริบทศิลปวัฒนธรรมไทย
พราหมณ์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่พบบ่อยในพิธีกรรมไทย
พระอุโบสถ,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),สถานที่สำคัญในวัฒนธรรมไทย
เพทาย,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),อาจซ้ำกับคำอื่นในโดเมนเครื่องประดับ แต่ในชุดนี้ไม่มีคำซ้ำ
อาหาร,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ทั่วไป ไม่ชี้เฉพาะ
พระยา,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
กรุงเทพมหานคร,0,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อเมืองหลวง ใช้เป็นหมวดหมู่
ไทยรามัญ,0,คำที่มีความหมายกว้าง (Umbrella Terms),กลุ่มชาติพันธุ์/ประชากร ใช้เป็นหมวดหมู่
เมืองหลวง,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ทั่วไป ไม่ชี้เฉพาะ
อ่อนช้อย,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความรู้สึก
สิริมงคล,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับความดีงาม
ศักดิ์สิทธิ์,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความเชื่อ
สุทธาวาส,1,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่สถานที่ ไม่ชี้เฉพาะ
นครราชสีมา,1,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อจังหวัด ใช้เป็นหมวดหมู่
สำนึก,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับความรู้สึก
จิตรกรรม,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนศิลปะ
ปางลีลา,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในนาฏศิลป์/ศิลปะ
ชายแดน,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่สถานที่ ไม่ชี้เฉพาะ
ชาวพื้นเมือง,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ประชากร ใช้ได้หลายบริบท
สังสรรค์,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดเกี่ยวกับกิจกรรมทางสังคม
กลองสะบัดชัย,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนการแสดง/ดนตรี
สะล้อ,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในดนตรีพื้นบ้าน
อเนก,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมายถึงหลากหลาย ใช้ได้หลายบริบท
เมืองหลวง,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ทั่วไป ไม่ชี้เฉพาะ
สิริมงคล,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับความดีงาม
การบรรเลง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนดนตรี/การแสดง
เพลงสากล,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในโดเมนดนตรี
กราววีรชัยลิง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในนาฏศิลป์/การแสดง
*หมายเหตุ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),**
ภาษา,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
การแสดงพื้นเมือง,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมน พบบ่อยในบริบทศิลปวัฒนธรรม
ระบำโบราณคดี,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในโดเมนการแสดงไทย
มนุษยชาติ,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป หมายถึงกลุ่มคนทั้งหมด
ความเข้มแข็ง,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ลักษณะนามธรรม
สวยงาม,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
โบราณสถาน,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนวัฒนธรรมไทย
ภูมิปัญญา,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่ใช้บ่อยในบริบทศิลปวัฒนธรรม
*หมายเหตุ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),** เฉพาะคำที่ตรงตามเกณฑ์และมีเหตุผลรองรับเท่านั้นที่ถูกจัดเป็น Stopword ในแต่ละหมวด
วัฒนธรรม,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ใช้ได้หลายบริบท
ความหลากหลาย,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ไม่ชี้เฉพาะ
ร่มพระบารมี,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม สื่อความคุ้มครอง/คุณค่า
สมมุติเทพ,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในบริบทศิลปวัฒนธรรมไทย พบถี่
ความสัมพันธ์,1,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้ได้หลายบริบท
การแต่งกาย,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนศิลปะ/นาฏศิลป์ พบถี่
บุรุษ,2,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ใช้เป็นหมวดหมู่
ผู้แสดง,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ไม่ชี้เฉพาะ
ความร่มเย็น,3,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม สื่อความสงบสุข
ละคร,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนศิลปะการแสดง พบถี่
เครื่องประดับ,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ไม่ชี้เฉพาะ
ร่างกาย,0,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้ได้หลายบริบท
พาหนะ,1,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ไม่ชี้เฉพาะ
ประเทศ,1,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป ใช้เป็นหมวดหมู่
ความงาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),นามธรรม แสดงคุณค่า/ความคิดเห็น
นาฏศิลป์พื้นบ้าน,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมน พบถี่ในบริบทนี้
การประกอบอาชีพ,2,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ไม่ชี้เฉพาะ
ร่มเย็น,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),นามธรรม แสดงความรู้สึก/คุณค่า
เบิกโรง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคเฉพาะในโดเมนการแสดง พบถี่ในบริบทนี้
ขั้นตอน,0,คำที่มีความหมายกว้าง (Umbrella Terms),ใช้ได้หลายบริบท ไม่ชี้เฉพาะเจาะจง
ภูมิภาค,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่กว้าง ไม่เฉพาะเจาะจง
อันหนึ่งอันเดียว,0,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม สื่อถึงความเป็นหนึ่งเดียว
ความตาย,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม สื่อถึงสภาวะหรือเหตุการณ์
ความชำนาญ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรม สื่อถึงคุณสมบัติ
ร้ายกาจ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),ประเมินค่า ลักษณะนิสัย
ความเพลิดเพลิน,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),สื่อถึงความรู้สึก/อารมณ์
เครื่องดนตรี,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนศิลปวัฒนธรรม/การแสดง
มวยไทย,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำโดเมนเฉพาะ พบบ่อยในบริบทศิลปะไทย
ชาวไทย,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมายถึงประชากรโดยรวม ไม่เจาะจง
ชาวเหนือ,0,คำที่มีความหมายกว้าง (Umbrella Terms),หมายถึงกลุ่มประชากรในภูมิภาค กว้าง ไม่เฉพาะเจาะจง
แหล่งน้ำ,1,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่สถานที่ธรรมชาติ กว้าง ไม่เจาะจง
พญาทูษณ์,1,คำที่มีความหมายกว้าง (Umbrella Terms),ชื่อบุคคลในตำนาน อาจถือเป็นหมวดหมู่ตัวละคร
ยุติธรรม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับความถูกต้อง
ความจงรักภักดี,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับคุณค่า
เอาชนะ,2,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับชัยชนะ
กิริยาท่าทาง,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในนาฏศิลป์ พบบ่อยในโดเมน
ธัญญาหาร,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำที่ใช้บ่อยในวัฒนธรรมไทยเกี่ยวกับอาหาร
สังคีตศิลป์,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเทคนิคในโดเมนศิลปวัฒนธรรม พบบ่อย
มรดกวัฒนธรรม,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำพื้นฐานในโดเมนศิลปวัฒนธรรม
ละครพันทาง,3,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำเฉพาะในโดเมนการแสดง
*หมายเหตุ,3,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),**
ผู้มีพระคุณ,0,คำที่มีความหมายกว้าง (Umbrella Terms),นามทั่วไป ไม่ชี้เฉพาะเจาะจง
บริวาร,1,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่บุคคล ไม่เฉพาะเจาะจง
ละครนอก,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำโดเมนการแสดง พบถี่ในบริบทนี้
เครื่องดนตรีพื้นบ้าน,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำโดเมนดนตรีไทย พบถี่ในบริบทนี้
พระแม่คงคา,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละคร/เทพในวรรณกรรมไทย พบบ่อยในข้อมูลศิลปวัฒนธรรม
พระสังข์,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครวรรณกรรมไทย พบบ่อยในบริบทนี้
ทัพหน้า,0,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำโดเมนการแสดง/วรรณกรรม พบบ่อยในเรื่องราว
สง่างาม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แสดงคุณค่า/ความคิดเห็น
หล่อหลอม,1,คำเชิงนามธรรม หรือ คำเชิงประเมินค่า (Abstract or Evaluative Terms),แนวคิดนามธรรมเกี่ยวกับการรวมตัว
เพลงยอดชายใจหาญ,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อเพลงในโดเมน พบถี่ในข้อมูลเพลงไทย
เพลงชาวไทย,1,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),หมวดเพลงไทย พบถี่ในบริบทนี้
กุณฑล,1,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),เครื่องประดับ พบซ้ำกับคำอื่นในกลุ่มเครื่องประดับ
อิทธิพล,2,คำที่มีความหมายกว้าง (Umbrella Terms),คำทั่วไป หมายถึงผลกระทบ ไม่เฉพาะเจาะจง
พญาขร,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครวรรณกรรมไทย พบบ่อยในบริบทศิลปวัฒนธรรม
พระอุมา,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละครเทพ พบบ่อยในข้อมูลศิลปวัฒนธรรม
ตารีกีปัส,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ชื่อการแสดง/เพลงพื้นบ้าน พบถี่ในโดเมน
มเหสี,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),ตัวละคร/ตำแหน่งในวรรณกรรมไทย พบบ่อย
ฟาดฟัน,2,คำเฉพาะโดเมนที่พบบ่อยเกินไป (Domain-Specific Overuse),คำโดเมนการแสดง/วรรณกรรม พบบ่อยในเรื่องราว
อีสาน,2,คำซ้ำซ้อน หรือ คำพ้องความหมาย (Redundant or Synonym),พบซ้ำกับชื่อภูมิภาคอื่นในข้อมูล
อุปกรณ์,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดหมู่ทั่วไป ไม่ชี้เฉพาะเจาะจง
พี่น้อง,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดบุคคลทั่วไป ไม่เฉพาะเจาะจง
น้องชาย,3,คำที่มีความหมายกว้าง (Umbrella Terms),หมวดบุคคลทั่วไป ไม่เฉพาะเจาะจง
