word,cluster_label,cluster_size
เสนียดจัญไร,2,198
กิริยาอาการ,2,198
ช่อดอกไม้,3,214
ชาติพันธุ์,1,223
การแปร,1,223
รับใช้,3,214
พระบรมราชชนนีพับปีหลวง,0,265
โคมเวียน,1,223
นายแก้ว,0,265
พระตำหนัก,0,265
พระลอ,0,265
พระนารายณ์,0,265
เพลงหญิงไทยใจงาม,1,223
ศูรปนขา,3,214
ทิพยวิมาน,0,265
การทำขวัญ,1,223
ขบวนแห่,2,198
เขาไกรลาส,3,214
หยอกล้อ,2,198
อุปสรรค,1,223
ลาวครั่ง,0,265
ยักษิณี,0,265
การร่อนแร่,3,214
แตกทัพ,0,265
พระบาทสมเด็จพระจุลจอมเกล้าเจ้าอยู่หัว,0,265
สะเดาะเคราะห์,3,214
วสันตฤดู,0,265
เมืองขีดขิน,2,198
เบญกาย,0,265
เพลงเร็ว,3,214
ดำรงตำแหน่ง,0,265
ท้าวสัทธาสูร,0,265
บุปเพสันนิวาส,1,223
พระพาย,0,265
กะลา,2,198
อินทรชิต,1,223
ดินดาล,0,265
ขนเพชร,3,214
จับระบำ,1,223
พระราม,2,198
การุณราช,0,265
พุทธศตวรรษ,3,214
แสงจันทร์,0,265
เทือกเขาภูพาน,0,265
แม่ฮ่องสอน,1,223
ทับทิม,0,265
หมากกั๊บแก๊บ,2,198
ท่าทาง,2,198
วิรุญมุข,1,223
เจ้าเซ็น,0,265
ภาชนะดินเผา,1,223
สิบแปดมงกุฎ,0,265
ขอความช่วยเหลือ,3,214
ข้าหลวง,3,214
ไม้สั้น,0,265
ไทยจักรี,2,198
ปัดเป่า,1,223
ศุภลักษณ์,1,223
เพลงชำนาญ,2,198
แควน้อย,1,223
พระไวย,2,198
อินเดีย,3,214
สากตำข้าว,3,214
พระแพง,0,265
ธงไทย,2,198
พระคเณศ,1,223
นางโรย,3,214
อุษา,1,223
การหลอมรวม,1,223
พืชพรรณ,3,214
เทพธิดา,2,198
ยูเนสโก,2,198
สมัยทวารวดี,0,265
รำคู่,3,214
เต้นสาก,3,214
นางรื่น,1,223
ย่านาง,0,265
ช้างเอราวัณ,2,198
สมรภูมิ,3,214
หมดแรง,1,223
ตำนาน,1,223
สวัสดิมงคล,1,223
รังควาญ,1,223
ลำเพลิน,2,198
ฟันปลา,2,198
เมืองชมพู,0,265
หล่อเลี้ยง,3,214
ล้านนา,3,214
อวตาร,3,214
เทวดา,0,265
ตารี,3,214
กองไฟ,3,214
ปราสาทพนมรุ้ง,2,198
อิทธิฤทธิ์,0,265
สิ้นชีวิต,2,198
เพลงลาวคำหอม,3,214
เครื่องประกอบจังหวะ,0,265
พระพรหม,0,265
คำบอกเล่า,3,214
ทอผ้า,3,214
พลลิง,0,265
การให้กำเนิด,1,223
พระสวามี,2,198
กลยุทธ,2,198
แม่น้ำโขง,1,223
ไพฑูรย์,2,198
ลอยน้ำ,3,214
หน้าบัน,1,223
การรบ,0,265
วานรินทร์,0,265
ไฟไหม้,2,198
สัจจะ,1,223
ออกรบ,0,265
ขี่ม้า,2,198
น้ำมันยาง,3,214
ฉลองพระองค์,0,265
สมัยสุโขทัย,1,223
พระอินทร์,0,265
พระนิพนธ์,1,223
ดาวดึงส์,0,265
กลางคืน,0,265
เพลงฟ้อนดวงดอกไม้,3,214
ชาวภูไท,0,265
องคต,1,223
ลาวเวียง,0,265
พละกำลัง,1,223
ละครเสภา,3,214
ธรรมชาติ,2,198
มวยโบราณ,0,265
ลิลิตพระลอ,1,223
อยุธยา,3,214
หน่อไม้,0,265
จองถนน,2,198
ทหารเอก,2,198
นางพญาคำปิน,2,198
ท้าวพิชัยพิษณุกร,0,265
เพลงดวงจันทร์วันเพ็ญ,3,214
วัตถุดิบ,1,223
นิ้วเพชร,2,198
ขีดขิน,0,265
พื้นบ้านภาคใต้,3,214
พิเภก,2,198
ไทยดุสิต,2,198
การดีด,1,223
ขุนแผน,0,265
รัชฎา,2,198
ท้าวลัสเตียน,3,214
พระอิศวร,0,265
เขี้ยวแก้ว,0,265
ตะเขิ่ง,2,198
ขอขมา,3,214
มลายู,3,214
ไทยทรงดำ,2,198
มุกดาหาร,2,198
กุลสตรี,2,198
ฤาษี,0,265
เพลงมอญดูดาว,2,198
บุษราคัม,3,214
บูชายัญ,2,198
ข้าวเหนียว,2,198
สระอโนดาต,2,198
สุพรรณมัจฉา,2,198
พัดเรนัง,2,198
บินหนี,1,223
ภาคอีสาน,2,198
ข่ายเหล็ก,0,265
ฝากตัว,0,265
นางใน,1,223
ฝ่ามือ,0,265
ขันดอก,0,265
นางฟ้า,2,198
การจับปลา,3,214
กาฬสินธุ์,2,198
เพลงบูชานักรบ,0,265
มัยราพณ์,2,198
เพลงฝรั่งรำเท้า,1,223
น้องสาว,2,198
วาดรูป,0,265
ภาพจิตรกรรมฝาผนัง,1,223
ทำนาย,3,214
ปูนปั้น,1,223
รัวฉิ่ง,2,198
ให้ร้าย,2,198
นครปฐม,1,223
สำมนักขา,0,265
จัดทัพ,2,198
ลำตังหวาย,2,198
สัทธาสูร,0,265
หลงกล,2,198
เพลงฉิ่ง,1,223
พระเพื่อน,2,198
พลายชุมพล,2,198
เพลงดอกไม้ของชาติ,0,265
ประชิดตัว,2,198
พระเมรุ,1,223
ไทยเรือนต้น,0,265
ชุมพร,2,198
นางอัปสราบายน,3,214
ศรพาลจันทร์,2,198
แสงอาทิตย์,0,265
กลางอากาศ,3,214
ต้นลีลาวดี,0,265
หนังใหญ่,3,214
มหาสมุทร,1,223
กินรี,1,223
การไถ,3,214
ปกป้อง,3,214
อาณาประชาราษฎร์,3,214
ระบำมาตรฐาน,0,265
เกราะลอ,1,223
เมขลา,1,223
บุรีรัมย์,1,223
สีแดง,1,223
ฉุยฉาย,3,214
เทพเจ้า,2,198
รำลึก,2,198
ทะเล,3,214
กินเนสส์บุ๊ค,1,223
พระญาติ,0,265
ขัดตาทัพ,2,198
ถอยทัพ,2,198
ใบชา,0,265
ตะกร้อ,0,265
อาสา,0,265
ตีลังกา,1,223
ดอกไม้,1,223
โปงลาง,0,265
วิชนี,0,265
จำกาย,0,265
พรหมาสตร์,1,223
นางสวาหะ,2,198
ลายเส้น,2,198
สีน้ำเงิน,1,223
วันทอง,0,265
แว่นแก้วสุรกานต์,1,223
อุปราช,2,198
ดอกไม้เงิน,3,214
เพลงคืนเดือนหงาย,3,214
แปลงกาย,0,265
เทพนิยาย,0,265
เขาไกลลาศ,1,223
พวงมาลัย,0,265
มารีศ,1,223
ไพร่พล,1,223
ปิดหน้า,0,265
ลูกไม้,0,265
เล่นน้ำ,2,198
หลบหนี,3,214
โปรตุเกส,3,214
ภาพจำหลัก,0,265
การเก็บใบชา,0,265
เจ้าพระยา,0,265
กากนาสูร,1,223
รจนา,1,223
กวางทอง,0,265
นิลพาหุ,1,223
พระเจ้าชัยวรมัน,2,198
สืบทอด,3,214
การยุติ,3,214
เดินอากาศ,1,223
หายตัว,0,265
บูชาครู,0,265
ผึ่งแดด,2,198
เจ้าเงาะ,0,265
กาลสูร,3,214
ลอยกระทง,1,223
การขึ้นลอย,0,265
ตัวพระ,0,265
วิรุญจำบัง,3,214
ปราสาทเมืองสิงห์,2,198
ปราสาทหินพิมาย,0,265
โมโห,3,214
ผู้มาเยือน,1,223
การเกี้ยวพาราสี,1,223
ไทยบรมพิมาน,2,198
ไม้ยาว,0,265
วานร,1,223
โกเมน,1,223
กรับพวง,3,214
ไทยจักรพรรดิ์,2,198
พระชายา,1,223
จีนรัว,0,265
มณีพิชัย,2,198
แมนสรวง,0,265
พาลี,3,214
นครศรีธรรมราช,2,198
ผางประทีป,0,265
ฟองน้ำ,1,223
โอดิสสี,2,198
กุมภกรรณ,2,198
พญาผานอง,0,265
ละครดึกดำบรรพ์,0,265
เขาสัตภัณฑ์,3,214
ไทภูเขา,0,265
ชามพูวราช,0,265
ไหล่เขา,0,265
พระลักษมณ์,1,223
สังหาร,0,265
จารึก,3,214
ข่ายเพชร,0,265
รามสูร,2,198
เป็นครั้งแรก,1,223
งานแต่งงาน,1,223
ปราสาทพระขรรค์,2,198
รำเดี่ยว,0,265
กระบวนท่ารำ,0,265
แม่ไม้มวย,0,265
ยอพระกลิ่น,2,198
งานรื่นเริง,2,198
หนุมาน,1,223
รำพัด,0,265
จุดไฟ,1,223
รุทการ,3,214
เชิงมวย,0,265
เชียงใหม่,3,214
แก้แค้น,1,223
ชายหนุ่ม,2,198
เพลงอัตราจังหวะสองชั้น,1,223
น้อยใจยา,2,198
พระราชธิดา,2,198
ภาษามลายู,3,214
ย่องหงิด,3,214
