Main Label,Sub Label,Sub Group,Words
วรรณกรรม ตัวละคร และโลกในตำนาน,ตัวละครและอมนุษย์,ยักษ์และอสูร,"กากนาสูร, กาลสูร, กุมภกรรณ, ขนเพชร, ขีดขิน, ชามพูวราช, ดินดาล, ทศกัณฐ์, ท้าวลัสเตียน, ท้าวสัทธาสูร, นิลพาหุ, พญาขร, พญาทูษณ์, พิเภก, มังกรกัณฐ์, มัยราพณ์, ยักษิณี, ย่านาง, รัชฎา, รามสูร, รุทการ, วิรุญมุข, สัทธาสูร, อสูร, อินทรชิต, อเนก, เบญกาย, ไพฑูรย์"
วรรณกรรม ตัวละคร และโลกในตำนาน,ตัวละครและอมนุษย์,วานรและทหารเอก,"กราววีรชัยลิง, ทหารเอก, พลลิง, พลายชุมพล, พาลี, วานร, วานรินทร์, สุครีพ, หนุมาน"
วรรณกรรม ตัวละคร และโลกในตำนาน,ตัวละครและอมนุษย์,เทพ เทวดา และสิ่งศักดิ์สิทธิ์,"กินรี, ปรศุราม, ปารวตี, พระคเณศ, พระคเณศ (เจ้าเซ็น), พระนารายณ์, พระพรหม, พระพาย, พระศิวะ, พระอินทร์, พระอิศวร, พระอุมา, พระเพื่อน, พระแม่คงคา, พราหมณ์, ฤาษี, วรรณคดี, องค์ปะตาระกาหลา, อวตาร, เทพบุตร, เทพเจ้า, เทวดา, เมขลา"
วรรณกรรม ตัวละคร และโลกในตำนาน,เหตุการณ์และกลวิธีในเรื่องเล่า,การเดินทางและสถานที่,"กรุงลงกา, การเดินทาง, ขี่ม้า, ดาวดึงส์, ดินแดน, บินหนี, สระอโนดาต, สุทธาวาส, เขาสัตภัณฑ์, เขาอังกาศ, เขาไกรลาศ, เขาไกรลาส, เขาไกลลาศ, เมืองขีดขิน, เมืองชมพู, แมนสรวง"
วรรณกรรม ตัวละคร และโลกในตำนาน,เหตุการณ์และกลวิธีในเรื่องเล่า,ฉากและเหตุการณ์สำคัญ,"การยุติ, การเกี้ยวพาราสี, จับนาง, จุดไฟ, สิ้นชีวิต, ไฟไหม้"
วรรณกรรม ตัวละคร และโลกในตำนาน,เหตุการณ์และกลวิธีในเรื่องเล่า,สงครามและการต่อสู้,"การต่อสู้, การศึก, ขัดตาทัพ, ขับไล่, จัดทัพ, ตัวต่อตัว, ต่อสู้, ปกป้อง, ประชิดตัว, ปราชัย, ฟาดฟัน, สงคราม, สมรภูมิ, สังหาร, หลบหนี, ออกรบ, แก้แค้น, แตกทัพ"
วรรณกรรม ตัวละคร และโลกในตำนาน,เหตุการณ์และกลวิธีในเรื่องเล่า,อาวุธและของวิเศษ,"ข่ายเพชร, ข่ายเหล็ก, พรหมาสตร์, พระสังข์, มณีพิชัย, ศรนาคบาศ, ศรพาลจันทร์, ศูรปนขา, สำมนักขา, สิบแปดมงกุฎ, หอกโมกขศักดิ์, เขี้ยวแก้ว, แว่นแก้วสุรกานต์"
วรรณกรรม ตัวละคร และโลกในตำนาน,เหตุการณ์และกลวิธีในเรื่องเล่า,เวทมนตร์และอุบาย,"กลยุทธ, จำกาย, ทิพยวิมาน, นิมิต, ยั่วเย้า, วิรุญจำบัง, หลงกล, หายตัว, อุบาย, เดินอากาศ, เทพนิยาย, แปลงกาย"
ศิลปะการแสดงและมหรสพ,ท่วงท่าและดนตรี,ลีลาและการเคลื่อนไหว,"กระทบไม้, กระทุ้ง, กระบวนท่ารำ, กิริยาอาการ, ความคล่องแคล่ว, จับระบำ, ท่าทาง, นิ้วเพชร, ปิดหน้า, ฝ่ามือ, ฟ้อนรำ, ระบำ, รำคู่, รำพัด, รำมาตรฐาน, ลูกไม้, องคต, อ่อนช้อย, แม่บท"
ศิลปะการแสดงและมหรสพ,ท่วงท่าและดนตรี,เครื่องดนตรีและอุปกรณ์ประกอบ,"กรับพวง, กลองยาว, กลองสะบัดชัย, กะลา, จีนรัว, พัดเรนัง, รัวฉิ่ง, วิชนี, สะล้อ, อุปกรณ์, เกราะลอ, เครื่องดนตรี, เครื่องดนตรีตะวันตก, เครื่องดนตรีพื้นบ้าน, เครื่องดนตรีพื้นเมือง, เครื่องประกอบจังหวะ, เครื่องแต่งกาย, เพลงฉิ่ง, โคมเวียน, โปงลาง, ไม้ยาว, ไส้กะลา"
ศิลปะการแสดงและมหรสพ,ประเภทการแสดงและบทเพลง,ดนตรีและบทเพลง,"การดีด, การตีกลอง, การบรรเลง, ดนตรี, ลาวเวียง, ลำเพลิน, เพลงกลม, เพลงคืนเดือนหงาย, เพลงงามแสงเดือน, เพลงชาวไทย, เพลงชำนาญ, เพลงดวงจันทร์ขวัญฟ้า, เพลงดวงจันทร์วันเพ็ญ, เพลงดอกไม้ของชาติ, เพลงบูชานักรบ, เพลงฝรั่งรำเท้า, เพลงฟ้อนดวงดอกไม้, เพลงมอญดูดาว, เพลงยอดชายใจหาญ, เพลงรำซิมารำ, เพลงลาวคำหอม, เพลงสากล, เพลงสำเนียงลาว, เพลงหน้าพาทย์, เพลงอัตราจังหวะสองชั้น, เพลงเร็ว, ไทยจิตรลดา"
ศิลปะการแสดงและมหรสพ,ประเภทการแสดงและบทเพลง,นาฏศิลป์และละครรำ,"การฟ้อนรำ, การแสดงพื้นเมือง, จีนรำพัด, ฉุยฉาย, ตารีบุหงา, นาฏกรรม, นาฏศิลป์, นาฏศิลป์พื้นบ้าน, นาฏศิลป์อินเดีย, บุปเพสันนิวาส, ภารตนาฏยัม, มโนราห์, ระบำมาตรฐาน, ระบำโบราณคดี, รำเดี่ยว, ละคร, ละครชาตรี, ละครดึกดำบรรพ์, ละครนอก, ละครพันทาง, ละครเสภา, ละครใน, ลำตังหวาย, หนังใหญ่, ไทยอมรินทร์"
ศิลปะการแสดงและมหรสพ,องค์ประกอบละครเวที,บุคลากรและบทบาท,"ตัวพระ, ผู้แสดง, พระพี่เลี้ยง, สายสืบ"
ศิลปะการแสดงและมหรสพ,องค์ประกอบละครเวที,เทคนิคและฉาก,"เบิกโรง, แม่ท่า, โรงละครแห่งชาติ, ไหว้ครู"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,กลุ่มชนและเชื้อชาติ,"กลุ่มชน, กาฬสินธุ์, ชาติพันธุ์, ชาวบ้าน, ชาวภูไท, ชาวเหนือ, นานาชาติ, ปัตตานี, พื้นบ้านภาคใต้, ภาคกลาง, ภาคตะวันออกเฉียงเหนือ, ภาคอีสาน, ภาคเหนือ, ภาคใต้, มุสลิม, ลาวครั่ง, ล้านนา, สี่ภาค, สุรินทร์, อารยธรรม, อินโดนีเซีย, อีสาน, เชื้อชาติ, โปรตุเกส, ไทภูเขา, ไทยจีน, ไทยดุสิต, ไทยทรงดำ, ไทยรามัญ, ไทยเรือนต้น"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,การทำมาหากินและหัตถกรรม,"การประกอบอาชีพ, การปั้น, การร่อนแร่, การเก็บใบชา, การไถ, ข้าวเหนียว, ความชำนาญ, ค้าขาย, ทอผ้า, น้ำมันยาง, ผ้าไหม, ภาชนะดินเผา, ลายเส้น, วัตถุดิบ, วาดภาพ, สากตำข้าว, สำเภา, หล่อสำริด, อาชีพ, อาหาร, เกษตรกรรม, เครื่องมือ, ใบชา"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,วัฒนธรรมและภาษา,"การนุ่งห่ม, กินเนสส์บุ๊ค, คำบอกเล่า, ภาษามลายู, มลายู, วัฒนธรรม, เอกลักษณ์, ไทยศิวาลัย"
สังคม ประเพณี และวิถีชีวิต,กลุ่มชาติพันธุ์และการดำรงชีพ,สันทนาการและการละเล่น,"การแต่งกาย, งานรื่นเริง, บุหรงซีงอ, ผึ่งแดด, มวยโบราณ, มวยไทย, ย่องหงิด, วิดน้ำ, ศิลปะป้องกันตัว, สังสรรค์, หมากกั๊บแก๊บ, เชิงมวย, เต้นสาก, เถิดเทิง, แม่ไม้มวย, ไม้สั้น"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,ความเรียบง่าย,ความเรียบง่าย
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,คุณธรรมและความสัมพันธ์,"การแปร, ขั้นพื้นฐาน, ความกตัญญู, ความมีน้ำใจ, ความสัมพันธ์, ความสำคัญ, ความเคารพ, ที่รัก, น้องชาย, บรรพบุรุษ, บิดา, ผู้มีพระคุณ, พี่น้อง, มารดา, รับอาสา, รุ่นหลัง, รู้คุณค่า, สมควร, สวามิภักดิ์, สวามี, สืบทอด, หล่อเลี้ยง, อันหนึ่งอันเดียว, อาสา"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,ธรรมชาติและสิ่งแวดล้อม,"กลางคืน, กลางอากาศ, กวางทอง, กองไฟ, ความหลากหลาย, ชายแดน, ต้นรัง, ทิศตะวันตก, ฝั่งน้ำ, พระจันทร์, ฟองน้ำ, ภูเขา, มหาสมุทร, ฤดูกาล, ฤดูฝน, วสันตฤดู, สภาพอากาศ, หน่อไม้, เทือกเขาภูพาน, แควน้อย, แม่น้ำ, แม่น้ำโขง, แสงจันทร์, แสงอาทิตย์, แหลมมลายู"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,วัตถุและของมีค่า,"กุณฑล, ขันดอก, ทับทิม, บุษราคัม, ประติมากรรม, พระพุทธรูป, มรกต, รูปทอง, ศิลปกรรม, ศิลปะ, เพทาย, โกเมน"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,สีและรูปลักษณ์,"ความงาม, ฟันปลา, รูปร่าง, รูปแบบ, ศุภลักษณ์, สีทอง, สีน้ำเงิน, สีแดง, หางนกยูง"
สังคม ประเพณี และวิถีชีวิต,ปฏิสัมพันธ์และธรรมชาติ,อารมณ์และสภาวะ,"ความตาย, ความภาคภูมิใจ, ความรัก, ความรื่นเริง, ความร่มเย็น, ความว่องไว, ความสง่างาม, ความสวยงาม, ความห่วงใย, ชายหนุ่ม, ซุกซน, ผูกพัน, พละกำลัง, ยั่วเย้า, รำลึก, รื่นเริง, ร่มเย็น, ร้อนแรง, ร้ายกาจ, สร้างสรรค์, หลงใหล, แรงบันดาลใจ, โดดเด่น"
สังคม ประเพณี และวิถีชีวิต,ประเพณี พิธีกรรม และความเชื่อ,ความเชื่อและค่านิยม,"ขนบธรรมเนียมประเพณี, ขั้นพื้นฐาน (เนื่องจากเป็นค่านิยมพื้นฐาน), ความเชื่อ, ค่านิยม, นักษัตร, นิสัย, ปัดเป่า, ผีภู, ฝากตัว, ศักดิ์สิทธิ์, ศิลปวัฒนธรรม, สำนึก, สิริมงคล, อิทธิพล, ฮินดู, เกียรติศักดิ์ไทย, เสนียดจัญไร"
สังคม ประเพณี และวิถีชีวิต,ประเพณี พิธีกรรม และความเชื่อ,พิธีการและเทศกาล,"การขึ้นลอย, ขอขมา, ขั้นตอน, จองถนน, ช่อดอกไม้, บูชาครู, บูชายัญ, ประเพณี, พวงมาลัย, พิธีกรรม, พิธีทางศาสนา, ยอพระกลิ่น, ลอยกระทง, ลอยน้ำ, สะเดาะเคราะห์, เล่นน้ำ"
