run_id,phase,model,MAX_CANDS,seed,user,target,rank_k,is_hit,s_cbf_raw,s_cf_raw,s_cbf_norm,s_cf_norm,s_hybrid,blend_method,alpha_used,hit_count,matched_kws,kw_n,user_profile_len,user_bin,item_popularity,candidate_size,context_strength,ctx_sz,explanation_type,reason_th,confidence,user_routing,topk_longtail_rate,topk_avg_popularity,rank_before,rank_after_drop_ctx,rank_drop_ctx,y_true,has_explanation,dominance_gap,item_pop_bin,context_bin,topk_k
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล2,ฟ้อนที,3,1,0.8012040257453918,0.09200726449489594,0.9061506986618042,0.9158537983894348,0.05643879249691963,RRF,,3,"['ดนตรีพื้นบ้าน', 'แม่ฮ่องสอน', 'ภาคเหนือ']",3,18,mid,8,50,0.26,54,Balanced,แนะนำภายในบริบท วันลอยกระทง และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.027678549140397187,CF-preferred,0.3,14.9,3,1,-2,1,1,0.009703099727630615,niche,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล20,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,1,1,0.7868754863739014,0.1428118646144867,1.0,0.9343910217285156,0.0635080635547638,RRF,,2,"['นางสีดา', 'สำมนักขา']",2,6,cold,67,40,0.175,40,Balanced,แนะนำภายในบริบท งานสวดอภิธรรม และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.07376280938241393,CF-preferred,0.3,34.7,1,7,6,1,1,0.06560897827148438,popular,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล21,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,1,1,0.8034580945968628,0.13855229318141937,1.0,0.932504415512085,0.0635080635547638,RRF,,4,"['น้ำมันยาง', 'ให้ร้าย', 'พิเภก', 'พระราม']",4,6,cold,67,36,0.3611111111111111,36,Balanced,แนะนำภายในบริบท งานพระราชทานเพลิงศพ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.01491099856859043,CF-preferred,0.4,29.6,1,3,2,1,1,0.06749558448791504,popular,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล22,รับขวัญข้าว,1,1,0.8029359579086304,0.10951963067054749,1.0,1.0,0.06451612710952759,RRF,,3,"['ผู้มีพระคุณ', 'พืชพรรณ', 'การทำขวัญ']",3,7,cold,15,43,0.023255813953488372,43,Balanced,แนะนำภายในบริบท งานขึ้นบ้านใหม่ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.0727678446265123,CF-preferred,0.1,16.3,1,9,8,1,1,0.0,mid,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล23,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,2,1,0.8102425932884216,0.1089550107717514,0.9493099451065063,0.9542039632797241,0.06155303120613098,RRF,,4,"['นางสีดา', 'แปลงกาย', 'พระราม', 'พระยา']",4,6,cold,120,36,0.3888888888888889,36,Balanced,แนะนำภายในบริบท งานพระราชทานเพลิงศพ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.030783997044831854,CF-preferred,0.5,28.1,2,1,-1,1,1,0.0048940181732177734,popular,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล24,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1,0.782562255859375,0.14501342177391052,0.9571033120155334,1.0,0.06256109476089478,RRF,,2,"['กากนาสูร', 'ทศกัณฐ์']",2,6,cold,120,40,0.3,40,Balanced,แนะนำภายในบริบท งานฌาปนกิจศพ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.03035962704541992,CF-preferred,0.5,27.9,1,1,0,1,1,0.04289668798446655,popular,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล25,ฟ้อนมาลัย,1,1,0.7740535140037537,0.14543390274047852,1.0,1.0,0.06451612710952759,RRF,,2,"['พระบาทสมเด็จพระจอมเกล้าเจ้าอยู่หัว', 'นางพญาคำปิน']",2,8,cold,32,40,0.025,40,Balanced,แนะนำภายในบริบท งานฌาปนกิจศพ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.07442065141688392,CF-preferred,0.3,36.0,1,3,2,1,1,0.0,popular,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล26,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1,0.7791906595230103,0.11131089925765991,1.0,1.0,0.06451612710952759,RRF,,2,"['กวางทอง', 'กากนาสูร']",2,4,cold,120,50,0.04,66,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมต่างประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.0727678446265123,CBF-preferred,0.3,26.4,1,1,0,1,1,0.0,popular,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล27,การแสดงโขนเรื่องรามเกียรติ์ ตอน ขับพิเภก,1,1,0.758307695388794,0.11219803988933563,0.7773226499557495,1.0,0.06003584340214729,RRF,,2,"['กรุงลงกา', 'ขับไล่']",2,3,cold,67,50,0.22,108,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.01250503258843624,CBF-preferred,0.5,18.3,1,1,0,1,1,0.2226773500442505,popular,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล28,เซิ้งสวิง,1,1,0.8329769968986511,0.10615268349647522,1.0,0.7888000011444092,0.0635080635547638,RRF,,4,"['กระบวนท่ารำ', 'ภาคตะวันออกเฉียงเหนือ', 'ผู้แสดง', 'การจับปลา']",4,4,cold,15,50,0.48,66,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมต่างประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.11910309685915539,CBF-preferred,0.3,15.8,1,4,3,1,1,0.21119999885559082,mid,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล29,เซิ้งสวิง,1,1,0.8075310587882996,0.11885283142328262,1.0,1.0,0.06451612710952759,RRF,,3,"['สัตว์น้ำ', 'การจับปลา', 'การประกอบอาชีพ']",3,4,cold,15,50,0.2,108,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.11428566522577778,CBF-preferred,0.3,13.9,1,4,3,1,1,0.0,mid,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล3,รำเถิดเทิง,2,1,0.8199392557144165,0.10180506110191345,1.0,0.8838913440704346,0.06256109476089478,RRF,,4,"['การตีกลอง', 'กลองยาว', 'ยั่วเย้า', 'หยอกล้อ']",4,18,mid,15,43,0.06976744186046512,43,Balanced,แนะนำภายในบริบท งานขึ้นบ้านใหม่ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.01491099856859043,CF-preferred,0.1,16.6,2,2,0,1,1,0.11610865592956543,mid,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล30,ฟ้อนรัก,2,1,0.8092688918113708,0.1122254729270935,1.0,0.9685907959938049,0.0635080635547638,RRF,,4,"['พระเจ้าบรมวงศ์เธอกรมพระนราธิปประพันธ์พงศ์', 'ท้าวพิชัยพิษณุกร', 'ละครพันทาง', 'นางโรย']",4,3,cold,28,50,0.04,108,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.0,CBF-preferred,0.1,38.9,2,11,9,1,1,0.03140920400619507,popular,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล31,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1,0.7821813225746155,0.11848165094852448,1.0,0.9788523316383362,0.0635080635547638,RRF,,3,"['พระยา', 'กากนาสูร', 'พระราม']",3,3,cold,120,50,0.42,108,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.04481793325859316,CBF-preferred,0.5,28.4,1,1,0,1,1,0.02114766836166382,popular,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล32,ฟ้อนรัก,1,1,0.7900415062904358,0.11188943684101105,1.0,1.0,0.06451612710952759,RRF,,3,"['ท้าวพิชัยพิษณุกร', 'นายขวัญ', 'พระพี่เลี้ยง']",3,3,cold,28,50,0.02,108,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.13822387849778534,CBF-preferred,0.1,35.0,1,11,10,1,1,0.0,popular,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล33,รำซัดชาตรี,5,1,0.7979103922843933,0.07951001822948456,0.6428600549697876,0.9827181696891785,0.0559440553188324,RRF,,3,"['เบิกโรง', 'รำคู่', 'ผู้แสดง']",3,3,cold,15,33,0.30303030303030304,33,Balanced,แนะนำภายในบริบท งานแต่งงาน และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.00510586099347929,CBF-preferred,0.4,12.1,5,20,15,1,1,0.33985811471939087,mid,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล34,รำซัดชาตรี,1,1,0.8523588180541992,0.07933536916971207,1.0,1.0,0.06451612710952759,RRF,,3,"['ละครชาตรี', 'รำคู่', 'ไหว้ครู']",3,2,cold,15,43,0.023255813953488372,43,Balanced,แนะนำภายในบริบท งานขึ้นบ้านใหม่ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.08744585909382876,CBF-preferred,0.7,7.2,1,11,10,1,1,0.0,mid,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล35,การแสดงโขนเรื่องรามเกียรติ์ ตอน ลักสีดา,2,1,0.7773697972297668,0.12765929102897644,0.949431300163269,0.9425349831581116,0.060661762952804565,RRF,,2,"['สีแดง', 'กรุงลงกา']",2,2,cold,11,36,0.25,36,Balanced,แนะนำภายในบริบท งานพระราชทานเพลิงศพ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.059742636949567454,CBF-preferred,0.4,28.5,2,15,13,1,1,0.006896317005157471,niche,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล36,การแสดงโขนเรื่องรามเกียรติ์ ตอน ลักสีดา,1,1,0.7831951379776001,0.12465469539165497,0.8804036974906921,1.0,0.0635080635547638,RRF,,3,"['ขอความช่วยเหลือ', 'คำบอกเล่า', 'ฤาษี']",3,2,cold,11,40,0.025,40,Balanced,แนะนำภายในบริบท งานฌาปนกิจศพ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.058049890037146876,CBF-preferred,0.4,34.3,1,11,10,1,1,0.11959630250930786,niche,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล37,ตะกล้อล้อท่า,1,1,0.7721531391143799,0.08054479211568832,0.9819614291191101,0.9992252588272095,0.0625,RRF,,4,"['แม่ท่า', 'ความว่องไว', 'ตีลังกา', 'การรบ']",4,3,cold,13,50,0.16,64,Balanced,แนะนำภายในบริบท งานต้อนรับอาคันตุกะ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.09697930453259718,CBF-preferred,0.6,11.4,1,12,11,1,1,0.017263829708099365,mid,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล38,ฟ้อนรัก,1,1,0.7834593057632446,0.10361401736736298,0.9669398665428162,1.0,0.0635080635547638,RRF,,2,"['นางโรย', 'นายขวัญ']",2,3,cold,28,50,0.02,108,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.08831904115579259,CBF-preferred,0.3,20.6,1,10,9,1,1,0.03306013345718384,popular,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล39,ฟ้อนภูไท 3 เผ่า,1,1,0.8089088201522827,0.09767718613147736,1.0,0.9723738431930542,0.0635080635547638,RRF,,4,"['ชาวภูไท', 'การเกี้ยวพาราสี', 'ผู้แสดง', 'ต่อสู้']",4,14,mid,13,50,0.48,66,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมต่างประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.07054673810578094,CF-preferred,0.5,12.5,1,2,1,1,1,0.0276261568069458,mid,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล4,ฟ้อนเทียน,1,1,0.8345731496810913,0.11802317947149277,1.0,0.9619331955909729,0.06256109476089478,RRF,,4,"['หญิงสาว', 'ภาคเหนือ', 'กลางคืน', 'จุดไฟ']",4,18,mid,12,19,0.21052631578947367,19,Balanced,แนะนำภายในบริบท วันเข้าพรรษา และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.0009765614134896807,CF-preferred,0.4,14.3,1,3,2,1,1,0.0380668044090271,mid,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล40,รองเง็ง,3,1,0.7772927284240723,0.07887192815542221,1.0,0.723810076713562,0.05448028817772865,RRF,,4,"['ผู้แสดง', 'ชายแดน', 'โปรตุเกส', 'ตะวันตก']",4,13,mid,9,50,0.42,64,Balanced,แนะนำภายในบริบท งานต้อนรับอาคันตุกะ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.055325995612614684,CF-preferred,0.6,11.9,3,3,0,1,1,0.276189923286438,niche,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล5,กีปัสเรนัง,1,1,0.8085307478904724,0.10330969095230103,1.0,1.0,0.06451612710952759,RRF,,4,"['พัดเรนัง', 'บุหรงซีงอ', 'ปัตตานี', 'ขับไล่']",4,18,mid,12,47,0.02127659574468085,47,Balanced,แนะนำภายในบริบท งานเปิดบริษัท และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.15052546352601104,CF-preferred,0.2,18.4,1,1,0,1,1,0.0,mid,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล6,การแสดงโขนเรื่องรามเกียรติ์ ตอน นางลอย,1,1,0.7816200256347656,0.13549251854419708,1.0,0.9363965392112732,0.06166983023285866,RRF,,4,"['สะเดาะเคราะห์', 'การยุติ', 'กองทัพ', 'ทศกัณฐ์']",4,17,mid,36,36,0.3888888888888889,36,Balanced,แนะนำภายในบริบท งานพระราชทานเพลิงศพ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.04532802659669511,CF-preferred,0.6,27.4,1,13,12,1,1,0.0636034607887268,popular,moderate,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล7,เซิ้งสวิง,1,1,0.800450325012207,0.11698409169912338,1.0,1.0,0.06451612710952759,RRF,,2,"['สัตว์น้ำ', 'การจับปลา']",2,18,mid,15,50,0.12,108,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมในประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.1465773547958664,CF-preferred,0.2,14.0,1,4,3,1,1,0.0,mid,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล8,ฟ้อนภูไท,2,1,0.7733325958251953,0.09387907385826111,0.879036545753479,0.9359059929847717,0.06060606241226196,RRF,,3,"['มุกดาหาร', 'สัตว์น้ำ', 'แม่น้ำโขง']",3,17,mid,15,50,0.12,62,Balanced,แนะนำภายในบริบท วันสงกรานต์ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.030302996555329146,CF-preferred,0.1,16.8,2,2,0,1,1,0.056869447231292725,mid,weak,10
3761e57c-42ed-41ff-911f-34561beb1d4b,test,Hybrid+XAI-multilingual-e5-large-LightGCN,50,42,บุคคล9,การแสดงโขนเรื่องรามเกียรติ์ ตอน พระรามตามกวาง,1,1,0.7817596793174744,0.13362815976142883,0.991839587688446,1.0,0.0635080635547638,RRF,,4,"['นางสีดา', 'มารีศ', 'พระราม', 'พระยา']",4,9,cold,120,50,0.16,66,Balanced,แนะนำภายในบริบท การเผยแพร่วัฒนธรรมต่างประเทศ และได้คะแนนสูงทั้งจากเนื้อหาและพฤติกรรม จึงเป็นตัวเลือกอันดับต้น ๆ,0.04481793325859316,CF-preferred,0.4,28.4,1,1,0,1,1,0.008160412311553955,popular,weak,10
